Id,Site,Specie,Citation,Cultivar,Treatment,Date,Dateloc,Time,Timeloc,Mean,N,Statname,Stat,Notes,Created at,Updated at,Variable,User,Checked,Access level
37519,602,51120,381,,1220,2010-06-01,6.5,,,79.281230994,5,sd,14.4614270228159,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,4,6,false,1
37520,602,30,381,,1220,2010-06-01,6.5,,,135.21260852,3,sd,31.3783574816612,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37521,602,31,381,,1220,2010-06-01,6.5,,,165.53765005,4,sd,36.4138059946294,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37522,602,189,381,,1220,2010-06-01,6.5,,,130.362612725,3,sd,17.0381615020588,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37523,602,287,381,,1220,2010-06-01,6.5,,,124.395200374,4,sd,25.2075636527147,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37524,602,297,381,,1220,2010-06-01,6.5,,,127.799265375,5,sd,12.5858915289845,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37525,602,311,381,,1220,2010-06-01,6.5,,,142.54778015,4,sd,16.9441526076088,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37526,602,390,381,,1220,2010-06-01,6.5,,,124.8640016525,4,sd,46.095892092376,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37527,602,393,381,,1220,2010-06-01,6.5,,,130.616167765,4,sd,42.0335103646611,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37528,602,396,381,,1220,2010-06-01,6.5,,,142.1868514,4,sd,17.7207327908145,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37529,602,787,381,,1220,2010-06-01,6.5,,,120.926022952,5,sd,19.6241613626698,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37530,602,788,381,,1220,2010-06-01,6.5,,,126.6387095375,5,sd,33.9788115826343,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37531,602,814,381,,1220,2010-06-01,6.5,,,158.226729366667,5,sd,25.126122888756,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37532,602,1037,381,,1220,2010-06-01,6.5,,,136.0404536,5,sd,24.458452172957,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37533,602,1072,381,,1220,2010-06-01,6.5,,,130.27424395,5,sd,23.6800975053944,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37534,602,1215,381,,1220,2010-06-01,6.5,,,159.57953638,3,sd,20.4107962779013,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37535,602,9303,381,,1220,2010-06-01,6.5,,,124.96558241,4,sd,22.1840603337866,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37536,602,19104,381,,1220,2010-06-01,6.5,,,123.676297154,4,sd,34.084561551205,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37537,602,21460,381,,1220,2010-06-01,6.5,,,160.8394658,4,sd,7.01075374781724,,2011-06-12 18:15:17 UTC,2011-06-12 18:15:17 UTC,5,6,false,1
37538,602,31914,381,,1220,2010-06-01,6.5,,,141.73945476,5,sd,29.533767106044,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,5,6,false,1
37539,602,46334,381,,1220,2010-06-01,6.5,,,122.744730795,5,sd,26.1274302392301,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,5,6,false,1
37540,602,51120,381,,1220,2010-06-01,6.5,,,142.84325928,5,sd,26.4698874079622,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,5,6,false,1
37541,602,30,381,,1220,2010-06-01,6.5,,,3.531903556,3,sd,0.5530649437211,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37542,602,31,381,,1220,2010-06-01,6.5,,,3.2786860405,4,sd,0.54442682579284,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37543,602,189,381,,1220,2010-06-01,6.5,,,3.25890354225,3,sd,0.45547914557182,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37544,602,287,381,,1220,2010-06-01,6.5,,,3.7453295916,4,sd,0.67789022744181,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37545,602,297,381,,1220,2010-06-01,6.5,,,3.2441762855,5,sd,0.7608668978327,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37546,602,311,381,,1220,2010-06-01,6.5,,,3.6806746945,4,sd,0.61442310163125,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37547,602,390,381,,1220,2010-06-01,6.5,,,3.46425483975,4,sd,0.65252840273637,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37548,602,393,381,,1220,2010-06-01,6.5,,,3.444622936,4,sd,1.0556801955508,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37549,602,396,381,,1220,2010-06-01,6.5,,,3.2212788032,4,sd,0.59939991173832,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37550,602,787,381,,1220,2010-06-01,6.5,,,3.5581374096,5,sd,0.4323929025324,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37551,602,788,381,,1220,2010-06-01,6.5,,,3.4684958425,5,sd,0.76294921544723,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37552,602,814,381,,1220,2010-06-01,6.5,,,3.86757013933333,5,sd,0.42115032363646,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37553,602,1037,381,,1220,2010-06-01,6.5,,,3.827951045,5,sd,0.52231412393751,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37554,602,1072,381,,1220,2010-06-01,6.5,,,3.83635245875,5,sd,1.17378844561711,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37555,602,1215,381,,1220,2010-06-01,6.5,,,3.6617461466,3,sd,0.80707878881745,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37556,602,9303,381,,1220,2010-06-01,6.5,,,3.4022612665,4,sd,0.88288454848423,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37557,602,19104,381,,1220,2010-06-01,6.5,,,3.9018637504,4,sd,0.83340852016878,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37558,602,21460,381,,1220,2010-06-01,6.5,,,4.26070687766667,4,sd,0.61055091333037,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37559,602,31914,381,,1220,2010-06-01,6.5,,,3.8508441718,5,sd,0.71554305047358,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37560,602,46334,381,,1220,2010-06-01,6.5,,,3.05396996025,5,sd,0.19566751710865,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37561,602,51120,381,,1220,2010-06-01,6.5,,,3.590254306,5,sd,1.05855462647487,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,7,6,false,1
37562,602,30,381,,1220,2010-06-01,6.0,,,11.95554645,8,sd,0.056216962,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37563,602,31,381,,1220,2010-06-01,6.0,,,11.71697931,9,sd,0.793720659,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37564,602,21460,381,,1220,2010-06-01,6.0,,,16.30726367,8,sd,0.531866424,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37565,602,189,381,,1220,2010-06-01,6.0,,,11.83049833,4,sd,3.508341132,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37566,602,287,381,,1220,2010-06-01,6.0,,,19.15445438,11,sd,5.034476489,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37567,602,297,381,,1220,2010-06-01,6.0,,,13.57728425,10,sd,1.849930364,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37568,602,311,381,,1220,2010-06-01,6.0,,,11.50920706,11,sd,1.595551118,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37569,602,390,381,,1220,2010-06-01,6.0,,,17.47891399,9,sd,2.139188607,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37570,602,393,381,,1220,2010-06-01,6.0,,,16.26598411,10,sd,3.010787248,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37571,602,396,381,,1220,2010-06-01,6.0,,,17.36932969,11,sd,0.624651526,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37572,602,31914,381,,1220,2010-06-01,6.0,,,18.80409715,10,sd,1.375221022,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37573,602,787,381,,1220,2010-06-01,6.0,,,17.4844726,2,sd,2.157139559,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37574,602,788,381,,1220,2010-06-01,6.0,,,13.56714971,6,sd,2.063544508,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37575,602,814,381,,1220,2010-06-01,6.0,,,16.5236688,10,sd,5.338342728,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37576,602,1037,381,,1220,2010-06-01,6.0,,,19.91267043,10,sd,2.154634675,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37577,602,1072,381,,1220,2010-06-01,6.0,,,15.4308803,9,sd,1.074121781,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37578,602,46334,381,,1220,2010-06-01,6.0,,,13.72238812,10,sd,1.60560685,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37579,602,9303,381,,1220,2010-06-01,6.0,,,18.04565419,5,sd,1.027621187,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37580,602,19104,381,,1220,2010-06-01,6.0,,,14.19157777,10,sd,2.912341382,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37581,602,1215,381,,1220,2010-06-01,6.0,,,16.68393372,9,sd,2.245459181,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37582,602,51120,381,,1220,2010-06-01,6.0,,,10.42829215,10,sd,1.518823844,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37583,602,30,381,,1220,2010-08-01,6.0,,,15.33357309,12,sd,3.815837015,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37584,602,31,381,,1220,2010-08-01,6.0,,,14.2057137,14,sd,2.970333531,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37585,602,21460,381,,1220,2010-08-01,6.0,,,14.78293768,15,sd,3.506226198,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37586,602,189,381,,1220,2010-08-01,6.0,,,14.3537236,1,sd,,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37587,602,287,381,,1220,2010-08-01,6.0,,,16.73555658,12,sd,4.489650862,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37588,602,297,381,,1220,2010-08-01,6.0,,,16.87076824,14,sd,3.741389256,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37589,602,311,381,,1220,2010-08-01,6.0,,,15.54707864,13,sd,4.523272658,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37590,602,390,381,,1220,2010-08-01,6.0,,,15.18830485,11,sd,5.176686469,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37591,602,393,381,,1220,2010-08-01,6.0,,,15.43249821,14,sd,3.224964993,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37592,602,396,381,,1220,2010-08-01,6.0,,,13.40771255,14,sd,3.644419043,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37593,602,31914,381,,1220,2010-08-01,6.0,,,12.91519424,5,sd,2.46129749,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37594,602,787,381,,1220,2010-08-01,6.0,,,15.29363282,12,sd,4.184985875,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37595,602,788,381,,1220,2010-08-01,6.0,,,14.38543878,9,sd,3.76767123,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37596,602,814,381,,1220,2010-08-01,6.0,,,12.89372476,13,sd,2.643391605,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37597,602,1037,381,,1220,2010-08-01,6.0,,,13.46505683,11,sd,4.596032515,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37598,602,1072,381,,1220,2010-08-01,6.0,,,15.41438547,12,sd,3.435187959,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37599,602,46334,381,,1220,2010-08-01,6.0,,,14.6070399,14,sd,2.480041769,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37600,602,9303,381,,1220,2010-08-01,6.0,,,16.49800693,10,sd,2.442020729,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37601,602,19104,381,,1220,2010-08-01,6.0,,,14.77988043,13,sd,4.170184887,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37602,602,1215,381,,1220,2010-08-01,6.0,,,15.31795208,12,sd,4.628779488,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37603,602,51120,381,,1220,2010-08-01,6.0,,,12.99819494,2,sd,5.148784124,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37604,602,30,381,,1220,2010-09-01,6.0,,,12.19163239,8,sd,1.867824445,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37605,602,31,381,,1220,2010-09-01,6.0,,,12.91177031,8,sd,1.868017472,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37606,602,21460,381,,1220,2010-09-01,6.0,,,12.21745248,6,sd,2.012634924,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37607,602,189,381,,1220,2010-09-01,6.0,,,13.12719965,2,sd,2.631350726,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37608,602,287,381,,1220,2010-09-01,6.0,,,12.81563146,7,sd,1.632870736,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37609,602,297,381,,1220,2010-09-01,6.0,,,12.61849367,7,sd,1.773533057,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37610,602,311,381,,1220,2010-09-01,6.0,,,13.57196786,10,sd,3.732345168,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37611,602,390,381,,1220,2010-09-01,6.0,,,12.376688,7,sd,2.263097565,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37612,602,393,381,,1220,2010-09-01,6.0,,,15.17606371,8,sd,0.362088254,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37613,602,396,381,,1220,2010-09-01,6.0,,,12.1357401,6,sd,2.502441196,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37614,602,31914,381,,1220,2010-09-01,6.0,,,13.20889883,2,sd,1.414258923,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37615,602,787,381,,1220,2010-09-01,6.0,,,12.17759103,8,sd,2.581228289,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37616,602,788,381,,1220,2010-09-01,6.0,,,14.66675697,9,sd,1.302744923,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37617,602,814,381,,1220,2010-09-01,6.0,,,10.7540934,8,sd,1.923407218,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37618,602,1037,381,,1220,2010-09-01,6.0,,,13.23952419,8,sd,0.901731833,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37619,602,1072,381,,1220,2010-09-01,6.0,,,12.61564604,8,sd,2.440662017,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37620,602,46334,381,,1220,2010-09-01,6.0,,,12.66750959,9,sd,2.369869511,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37621,602,9303,381,,1220,2010-09-01,6.0,,,14.53746184,8,sd,3.289353279,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37622,602,19104,381,,1220,2010-09-01,6.0,,,10.5535328,9,sd,,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37623,602,1215,381,,1220,2010-09-01,6.0,,,12.19163239,7,sd,1.867824445,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37624,602,51120,381,,1220,2010-09-01,6.0,,,12.91177031,1,sd,1.868017472,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,15,6,false,1
37625,602,30,381,,1220,2010-06-01,6.0,,,47.7449718,7,sd,0.63936721782381,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37626,602,31,381,,1220,2010-06-01,6.0,,,45.9701397325,8,sd,2.21710833881769,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37627,602,189,381,,1220,2010-06-01,6.0,,,49.0500966925,4,sd,1.77486914744011,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37628,602,287,381,,1220,2010-06-01,6.0,,,45.983545846,10,sd,1.10173446176746,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37629,602,297,381,,1220,2010-06-01,6.0,,,47.0542795845455,11,sd,1.29373179668589,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37630,602,311,381,,1220,2010-06-01,6.0,,,42.736601257,10,sd,2.02689707811942,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37631,602,390,381,,1220,2010-06-01,6.0,,,46.8351284116667,12,sd,7.32131130550258,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37632,602,393,381,,1220,2010-06-01,6.0,,,45.023204575,10,sd,3.67169384355235,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37633,602,396,381,,1220,2010-06-01,6.0,,,46.190240533,10,sd,3.25215380558483,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37634,602,787,381,,1220,2010-06-01,6.0,,,46.630182176,5,sd,1.19396397841405,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37635,602,788,381,,1220,2010-06-01,6.0,,,46.89852441,10,sd,4.49841308013589,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37636,602,814,381,,1220,2010-06-01,6.0,,,44.3761027777778,9,sd,1.59703013875345,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37637,602,1037,381,,1220,2010-06-01,6.0,,,47.433947115,10,sd,1.42102783303979,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37638,602,1072,381,,1220,2010-06-01,6.0,,,43.3040151511111,9,sd,4.39458920194886,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37639,602,1215,381,,1220,2010-06-01,6.0,,,46.657594007,10,sd,1.13395479452799,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37640,602,9303,381,,1220,2010-06-01,6.0,,,47.698831605,4,sd,0.51408692984629,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37641,602,19104,381,,1220,2010-06-01,6.0,,,48.7785195763636,11,sd,2.21819511388435,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37642,602,21460,381,,1220,2010-06-01,6.0,,,48.1264878142857,7,sd,2.12191914847912,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37643,602,31914,381,,1220,2010-06-01,6.0,,,47.278765145,2,sd,1.94744860555468,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37644,602,46334,381,,1220,2010-06-01,6.0,,,47.42671506625,8,sd,1.50536563152713,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37645,602,51120,381,,1220,2010-06-01,6.0,,,45.9552395390909,11,sd,2.05033740937237,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37646,602,30,381,,1220,2010-08-01,6.0,,,49.4162002326316,7,sd,7.0085452770089,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37647,602,31,381,,1220,2010-08-01,6.0,,,47.229250684,8,sd,4.30180817877901,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37648,602,189,381,,1220,2010-08-01,6.0,,,48.3225348633333,4,sd,4.47077901307,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37649,602,287,381,,1220,2010-08-01,6.0,,,47.8174495658333,10,sd,1.46134821622447,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37650,602,297,381,,1220,2010-08-01,6.0,,,44.4361854142857,11,sd,2.07413799879735,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37651,602,311,381,,1220,2010-08-01,6.0,,,45.515166066875,10,sd,0.72195594457403,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37652,602,390,381,,1220,2010-08-01,6.0,,,46.93342932625,12,sd,5.32559382905587,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37653,602,393,381,,1220,2010-08-01,6.0,,,47.2958451178571,10,sd,2.56140434511216,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37654,602,396,381,,1220,2010-08-01,6.0,,,47.4475291776471,10,sd,1.32203246433232,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
37655,602,787,381,,1220,2010-08-01,6.0,,,47.842426508,5,sd,6.8860400793867,,2011-06-12 18:15:18 UTC,2011-06-12 18:15:18 UTC,11,6,false,1
