"","lat","lon","yield"
"506",-101.75,28.25,4.053956032
"507",-101.25,28.25,4.54282999
"508",-100.75,28.25,5.186234315
"509",-100.25,28.25,4.239058835
"510",-99.75,28.25,4.514301504
"511",-99.25,28.25,6.03961059
"512",-98.75,28.25,6.082142194
"513",-98.25,28.25,7.577069146
"514",-97.75,28.25,8.019224167
"515",-97.25,28.25,8.923745871
"516",-96.75,28.25,9.033940077
"544",-82.75,28.25,11.10653032
"545",-82.25,28.25,11.08407562
"546",-81.75,28.25,11.23776999
"547",-81.25,28.25,11.16595095
"548",-80.75,28.25,11.1133712
"596",-114.25,28.75,8.819461302
"597",-113.75,28.75,8.764205412
"598",-113.25,28.75,8.545219248
"600",-112.25,28.75,4.273412568
"601",-111.75,28.75,2.30465591
"602",-111.25,28.75,2.740869721
"603",-110.75,28.75,4.217291219
"604",-110.25,28.75,4.171675614
"605",-109.75,28.75,3.361861229
"606",-109.25,28.75,3.230370998
"607",-108.75,28.75,3.179042339
"608",-108.25,28.75,3.275398186
"609",-107.75,28.75,3.121713911
"610",-107.25,28.75,2.928184986
"611",-106.75,28.75,2.661754787
"612",-106.25,28.75,2.693921924
"613",-105.75,28.75,2.738256156
"614",-105.25,28.75,5.817645391
"615",-104.75,28.75,5.758854946
"616",-104.25,28.75,5.805931091
"617",-103.75,28.75,5.766398509
"618",-103.25,28.75,5.076301893
"619",-102.75,28.75,5.710511605
"620",-102.25,28.75,3.905530691
"621",-101.75,28.75,3.784519672
"622",-101.25,28.75,4.726457596
"623",-100.75,28.75,4.409343515
"624",-100.25,28.75,4.759659427
"625",-99.75,28.75,5.991653034
"626",-99.25,28.75,6.787197249
"627",-98.75,28.75,7.360799653
"628",-98.25,28.75,8.016961217
"629",-97.75,28.75,10.44092735
"630",-97.25,28.75,10.5602684
"631",-96.75,28.75,10.60724974
"632",-96.25,28.75,9.76444602
"633",-95.75,28.75,8.923733234
"634",-95.25,28.75,9.046129227
"659",-82.75,28.75,11.5350966
"660",-82.25,28.75,10.22173058
"661",-81.75,28.75,11.54921488
"662",-81.25,28.75,9.830560034
"663",-80.75,28.75,9.620508497
"703",-118.25,29.25,9.560976744
"709",-115.25,29.25,8.775710193
"710",-114.75,29.25,8.805932132
"711",-114.25,29.25,8.509158221
"712",-113.75,29.25,8.121324019
"713",-113.25,29.25,6.277867317
"715",-112.25,29.25,5.611342788
"716",-111.75,29.25,3.041937828
"717",-111.25,29.25,4.520565442
"718",-110.75,29.25,6.644215584
"719",-110.25,29.25,6.497389078
"720",-109.75,29.25,4.43469899
"721",-109.25,29.25,3.584449291
"722",-108.75,29.25,3.41734314
"723",-108.25,29.25,3.59129405
"724",-107.75,29.25,3.924288409
"725",-107.25,29.25,3.623953887
"726",-106.75,29.25,2.705039978
"727",-106.25,29.25,2.770188093
"728",-105.75,29.25,5.972151756
"729",-105.25,29.25,5.968833764
"730",-104.75,29.25,5.915055672
"731",-104.25,29.25,2.784859836
"732",-103.75,29.25,2.908382714
"733",-103.25,29.25,2.968763411
"734",-102.75,29.25,3.817267656
"735",-102.25,29.25,4.184113503
"736",-101.75,29.25,4.696314335
"737",-101.25,29.25,5.423002584
"738",-100.75,29.25,5.101201875
"739",-100.25,29.25,4.928344999
"740",-99.75,29.25,5.833106722
"741",-99.25,29.25,7.053692681
"742",-98.75,29.25,6.370900699
"743",-98.25,29.25,7.261465618
"744",-97.75,29.25,8.330669999
"745",-97.25,29.25,8.254608154
"746",-96.75,29.25,9.069383621
"747",-96.25,29.25,8.415534019
"748",-95.75,29.25,7.80505228
"749",-95.25,29.25,8.440896988
"750",-94.75,29.25,9.594724443
"757",-91.25,29.25,11.82082046
"758",-90.75,29.25,11.87997233
"759",-90.25,29.25,11.28910939
"773",-83.25,29.25,9.582229094
"774",-82.75,29.25,9.608734738
"775",-82.25,29.25,10.4325754
"776",-81.75,29.25,10.11003516
"777",-81.25,29.25,9.589920911
"778",-80.75,29.25,9.95724483
"823",-115.75,29.75,8.792771426
"824",-115.25,29.75,7.281181162
"825",-114.75,29.75,8.872057308
"826",-114.25,29.75,8.715456182
"829",-112.75,29.75,4.03571231
"830",-112.25,29.75,4.114301205
"831",-111.75,29.75,6.058350139
"832",-111.25,29.75,8.351557472
"833",-110.75,29.75,7.704833508
"834",-110.25,29.75,6.184267131
"835",-109.75,29.75,5.470647812
"836",-109.25,29.75,2.952853918
"837",-108.75,29.75,3.168401718
"838",-108.25,29.75,2.761579752
"839",-107.75,29.75,3.525315693
"840",-107.25,29.75,3.174771581
"841",-106.75,29.75,6.083089284
"842",-106.25,29.75,5.954556465
"843",-105.75,29.75,5.80654553
"844",-105.25,29.75,5.565129689
"845",-104.75,29.75,2.576421499
"846",-104.25,29.75,2.93354954
"847",-103.75,29.75,2.76370883
"848",-103.25,29.75,2.827907205
"849",-102.75,29.75,2.894587517
"850",-102.25,29.75,3.70065546
"851",-101.75,29.75,4.050620965
"852",-101.25,29.75,4.980378832
"853",-100.75,29.75,4.961312498
"854",-100.25,29.75,5.229880469
"855",-99.75,29.75,6.939971788
"856",-99.25,29.75,7.262357984
"857",-98.75,29.75,7.229813167
"858",-98.25,29.75,7.180147171
"859",-97.75,29.75,7.768199444
"860",-97.25,29.75,6.708300454
"861",-96.75,29.75,7.09559536
"862",-96.25,29.75,6.392020702
"863",-95.75,29.75,6.819633908
"864",-95.25,29.75,8.655251503
"865",-94.75,29.75,9.548925638
"866",-94.25,29.75,10.12419891
"867",-93.75,29.75,10.29492961
"868",-93.25,29.75,11.47161855
"869",-92.75,29.75,11.72095723
"870",-92.25,29.75,11.74532149
"871",-91.75,29.75,11.77953455
"872",-91.25,29.75,11.49025864
"873",-90.75,29.75,11.49668852
"874",-90.25,29.75,11.88738876
"875",-89.75,29.75,11.95362416
"884",-85.25,29.75,6.063984524
"885",-84.75,29.75,5.827859532
"887",-83.75,29.75,6.28950986
"888",-83.25,29.75,6.694920063
"889",-82.75,29.75,6.790225506
"890",-82.25,29.75,10.09896365
"891",-81.75,29.75,7.696937214
"892",-81.25,29.75,6.684495211
"938",-115.75,30.25,8.525462584
"939",-115.25,30.25,7.159232226
"940",-114.75,30.25,7.368647575
"944",-112.75,30.25,2.82371538
"945",-112.25,30.25,3.649045399
"946",-111.75,30.25,6.787867113
"947",-111.25,30.25,8.588850715
"948",-110.75,30.25,7.706213864
"949",-110.25,30.25,7.369433316
"950",-109.75,30.25,6.431309527
"951",-109.25,30.25,3.698251724
"952",-108.75,30.25,3.096856117
"953",-108.25,30.25,3.304420948
"954",-107.75,30.25,6.449328065
"955",-107.25,30.25,4.999696527
"956",-106.75,30.25,6.471210888
"957",-106.25,30.25,5.990750449
"958",-105.75,30.25,5.647431442
"959",-105.25,30.25,5.592428843
"960",-104.75,30.25,2.424680144
"961",-104.25,30.25,3.287606921
"962",-103.75,30.25,2.919690013
"963",-103.25,30.25,2.381083071
"964",-102.75,30.25,2.797214985
"965",-102.25,30.25,2.942231596
"966",-101.75,30.25,2.933034301
"967",-101.25,30.25,2.418648005
"968",-100.75,30.25,4.860110964
"969",-100.25,30.25,5.32761131
"970",-99.75,30.25,6.737547602
"971",-99.25,30.25,6.902783258
"972",-98.75,30.25,6.945870944
"973",-98.25,30.25,7.333424432
"974",-97.75,30.25,6.125020981
"975",-97.25,30.25,6.740742411
"976",-96.75,30.25,6.789147377
"977",-96.25,30.25,6.731144905
"978",-95.75,30.25,7.361799876
"979",-95.25,30.25,9.157322168
"980",-94.75,30.25,9.638584852
"981",-94.25,30.25,9.531278133
"982",-93.75,30.25,9.882143497
"983",-93.25,30.25,10.95919821
"984",-92.75,30.25,11.54717816
"985",-92.25,30.25,11.6388554
"986",-91.75,30.25,11.69812997
"987",-91.25,30.25,11.57943461
"988",-90.75,30.25,11.37977733
"989",-90.25,30.25,11.23484797
"990",-89.75,30.25,11.35495848
"991",-89.25,30.25,11.34632958
"992",-88.75,30.25,11.53832489
"993",-88.25,30.25,10.77996492
"994",-87.75,30.25,10.07254812
"995",-87.25,30.25,10.52622689
"996",-86.75,30.25,0.952564478
"997",-86.25,30.25,1.43022577
"998",-85.75,30.25,10.27161165
"999",-85.25,30.25,10.25404258
"1000",-84.75,30.25,11.62273248
"1001",-84.25,30.25,9.768986702
"1002",-83.75,30.25,9.301317388
"1003",-83.25,30.25,6.355587136
"1004",-82.75,30.25,7.221806645
"1005",-82.25,30.25,7.535767555
"1006",-81.75,30.25,7.180833817
"1007",-81.25,30.25,3.764352798
"1052",-116.25,30.75,8.656507068
"1053",-115.75,30.75,8.874816028
"1054",-115.25,30.75,6.987984397
"1055",-114.75,30.75,7.715973421
"1058",-113.25,30.75,3.767643997
"1059",-112.75,30.75,3.228573459
"1060",-112.25,30.75,3.414717197
"1061",-111.75,30.75,5.352281502
"1062",-111.25,30.75,9.657069336
"1063",-110.75,30.75,8.772724325
"1064",-110.25,30.75,8.474603133
"1065",-109.75,30.75,6.654598063
"1066",-109.25,30.75,5.149530835
"1067",-108.75,30.75,2.834530592
"1068",-108.25,30.75,2.571928263
"1069",-107.75,30.75,3.675492048
"1070",-107.25,30.75,7.778748936
"1071",-106.75,30.75,5.448417664
"1072",-106.25,30.75,5.5788366
"1073",-105.75,30.75,5.528153578
"1074",-105.25,30.75,2.465289086
"1075",-104.75,30.75,2.31333971
"1076",-104.25,30.75,6.722456387
"1077",-103.75,30.75,4.2175654
"1078",-103.25,30.75,6.395902634
"1079",-102.75,30.75,2.302957028
"1080",-102.25,30.75,2.299677432
"1081",-101.75,30.75,2.344122529
"1082",-101.25,30.75,2.581933439
"1083",-100.75,30.75,3.553095886
"1084",-100.25,30.75,4.698389598
"1085",-99.75,30.75,4.750867231
"1086",-99.25,30.75,5.077384881
"1087",-98.75,30.75,5.094695091
"1088",-98.25,30.75,6.874496596
"1089",-97.75,30.75,7.330024583
"1090",-97.25,30.75,7.78892449
"1091",-96.75,30.75,8.323109491
"1092",-96.25,30.75,7.24303627
"1093",-95.75,30.75,8.73026371
"1094",-95.25,30.75,8.972307682
"1095",-94.75,30.75,9.828596549
"1096",-94.25,30.75,10.03515135
"1097",-93.75,30.75,11.50454879
"1098",-93.25,30.75,11.55830542
"1099",-92.75,30.75,11.71484735
"1100",-92.25,30.75,11.88386705
"1101",-91.75,30.75,11.71565957
"1102",-91.25,30.75,11.90293524
"1103",-90.75,30.75,11.98724217
"1104",-90.25,30.75,11.80102507
"1105",-89.75,30.75,11.63829698
"1106",-89.25,30.75,11.62910091
"1107",-88.75,30.75,11.56626436
"1108",-88.25,30.75,11.45943324
"1109",-87.75,30.75,11.61996577
"1110",-87.25,30.75,11.5003607
"1111",-86.75,30.75,0.937527195
"1112",-86.25,30.75,0.916686878
"1113",-85.75,30.75,7.41104126
"1114",-85.25,30.75,12.00557444
"1115",-84.75,30.75,11.68506887
"1116",-84.25,30.75,11.78039604
"1117",-83.75,30.75,7.740837336
"1118",-83.25,30.75,7.883512974
"1119",-82.75,30.75,8.007457256
"1120",-82.25,30.75,8.204606175
"1121",-81.75,30.75,5.664459467
"1167",-116.25,31.25,6.932942527
"1168",-115.75,31.25,7.164529694
"1169",-115.25,31.25,8.171713569
"1170",-114.75,31.25,5.567252419
"1172",-113.75,31.25,2.776317
"1173",-113.25,31.25,2.753417293
"1174",-112.75,31.25,3.251140833
"1175",-112.25,31.25,3.556525946
"1176",-111.75,31.25,3.988129139
"1177",-111.25,31.25,6.523942266
"1178",-110.75,31.25,9.22851129
"1179",-110.25,31.25,8.45374012
"1180",-109.75,31.25,5.88623437
"1181",-109.25,31.25,5.651890278
"1182",-108.75,31.25,3.238581896
"1183",-108.25,31.25,3.041470766
"1184",-107.75,31.25,3.601338625
"1185",-107.25,31.25,3.329438823
"1186",-106.75,31.25,5.574118296
"1187",-106.25,31.25,5.780734221
"1188",-105.75,31.25,2.458256781
"1189",-105.25,31.25,2.395665199
"1190",-104.75,31.25,2.372522801
"1191",-104.25,31.25,2.724210918
"1192",-103.75,31.25,6.079575675
"1193",-103.25,31.25,5.041363239
"1194",-102.75,31.25,4.838705858
"1195",-102.25,31.25,4.776569208
"1196",-101.75,31.25,5.075128476
"1197",-101.25,31.25,2.546126246
"1198",-100.75,31.25,2.634278706
"1199",-100.25,31.25,3.476002898
"1200",-99.75,31.25,2.375467569
"1201",-99.25,31.25,3.656714984
"1202",-98.75,31.25,5.387215955
"1203",-98.25,31.25,5.857257843
"1204",-97.75,31.25,5.930338436
"1205",-97.25,31.25,6.503838963
"1206",-96.75,31.25,6.342630386
"1207",-96.25,31.25,6.757997785
"1208",-95.75,31.25,7.907930374
"1209",-95.25,31.25,8.780257225
"1210",-94.75,31.25,10.28658065
"1211",-94.25,31.25,11.31308361
"1212",-93.75,31.25,11.79440022
"1213",-93.25,31.25,11.89479637
"1214",-92.75,31.25,11.89659754
"1215",-92.25,31.25,11.91297531
"1216",-91.75,31.25,11.74845587
"1217",-91.25,31.25,11.83805148
"1218",-90.75,31.25,11.96272956
"1219",-90.25,31.25,11.88841661
"1220",-89.75,31.25,11.88128789
"1221",-89.25,31.25,11.83914608
"1222",-88.75,31.25,11.60198
"1223",-88.25,31.25,11.67158074
"1224",-87.75,31.25,9.855234226
"1225",-87.25,31.25,0.944764391
"1226",-86.75,31.25,0.891125947
"1227",-86.25,31.25,0.878163874
"1228",-85.75,31.25,0.838395581
"1229",-85.25,31.25,11.31252925
"1230",-84.75,31.25,11.37205601
"1231",-84.25,31.25,0.865582228
"1232",-83.75,31.25,0.785697699
"1233",-83.25,31.25,3.960890505
"1234",-82.75,31.25,7.839051485
"1235",-82.25,31.25,7.600402832
"1236",-81.75,31.25,5.461444259
"1237",-81.25,31.25,5.523203611
"1281",-116.75,31.75,3.702220678
"1282",-116.25,31.75,4.78137056
"1283",-115.75,31.75,3.515983105
"1284",-115.25,31.75,3.506209612
"1285",-114.75,31.75,3.783011198
"1286",-114.25,31.75,3.400657415
"1287",-113.75,31.75,2.833014011
"1288",-113.25,31.75,2.297465056
"1289",-112.75,31.75,2.820234299
"1290",-112.25,31.75,3.919400692
"1291",-111.75,31.75,5.260651509
"1292",-111.25,31.75,5.877970287
"1293",-110.75,31.75,5.930661678
"1294",-110.25,31.75,4.480825492
"1295",-109.75,31.75,3.358420644
"1296",-109.25,31.75,4.647516864
"1297",-108.75,31.75,3.016542912
"1298",-108.25,31.75,2.496092916
"1299",-107.75,31.75,3.111646891
"1300",-107.25,31.75,4.325622718
"1301",-106.75,31.75,5.278179248
"1302",-106.25,31.75,5.454659065
"1303",-105.75,31.75,5.410612424
"1304",-105.25,31.75,4.612196684
"1305",-104.75,31.75,4.922771056
"1306",-104.25,31.75,5.380170345
"1307",-103.75,31.75,5.694777966
"1308",-103.25,31.75,5.39031744
"1309",-102.75,31.75,4.243053913
"1310",-102.25,31.75,4.253110886
"1311",-101.75,31.75,5.296583176
"1312",-101.25,31.75,3.007894754
"1313",-100.75,31.75,3.170124803
"1314",-100.25,31.75,2.965284288
"1315",-99.75,31.75,3.528664112
"1316",-99.25,31.75,4.274317537
"1317",-98.75,31.75,5.146577358
"1318",-98.25,31.75,5.402580329
"1319",-97.75,31.75,5.021843314
"1320",-97.25,31.75,5.355689526
"1321",-96.75,31.75,7.250195609
"1322",-96.25,31.75,8.335536548
"1323",-95.75,31.75,9.748802185
"1324",-95.25,31.75,9.275109053
"1325",-94.75,31.75,11.04983854
"1326",-94.25,31.75,11.50596672
"1327",-93.75,31.75,11.74398157
"1328",-93.25,31.75,11.83226956
"1329",-92.75,31.75,11.90842417
"1330",-92.25,31.75,11.82598803
"1331",-91.75,31.75,11.70058091
"1332",-91.25,31.75,11.76144441
"1333",-90.75,31.75,11.80599319
"1334",-90.25,31.75,11.82584021
"1335",-89.75,31.75,11.83586015
"1336",-89.25,31.75,11.83238665
"1337",-88.75,31.75,11.79804431
"1338",-88.25,31.75,10.25424242
"1339",-87.75,31.75,0.815631449
"1340",-87.25,31.75,0.849464312
"1341",-86.75,31.75,4.539972652
"1342",-86.25,31.75,5.330741189
"1343",-85.75,31.75,8.229934519
"1344",-85.25,31.75,0.814166218
"1345",-84.75,31.75,11.25070333
"1346",-84.25,31.75,8.106864691
"1347",-83.75,31.75,9.878873825
"1348",-83.25,31.75,8.375308947
"1349",-82.75,31.75,9.267445087
"1350",-82.25,31.75,6.13579154
"1351",-81.75,31.75,7.575663328
"1352",-81.25,31.75,6.919608712
"1395",-117.25,32.25,3.689228773
"1396",-116.75,32.25,3.581636429
"1397",-116.25,32.25,2.22029388
"1398",-115.75,32.25,1.689062566
"1399",-115.25,32.25,1.631379575
"1400",-114.75,32.25,2.02233243
"1401",-114.25,32.25,1.468166232
"1402",-113.75,32.25,2.256236821
"1403",-113.25,32.25,2.93000102
"1404",-112.75,32.25,3.225249529
"1405",-112.25,32.25,3.848255157
"1406",-111.75,32.25,4.387831291
"1407",-111.25,32.25,4.365247885
"1408",-110.75,32.25,6.539878845
"1409",-110.25,32.25,3.9250501
"1410",-109.75,32.25,3.541811705
"1411",-109.25,32.25,4.093589102
"1412",-108.75,32.25,3.12045145
"1413",-108.25,32.25,2.571552992
"1414",-107.75,32.25,2.937050343
"1415",-107.25,32.25,4.091953754
"1416",-106.75,32.25,4.267027855
"1417",-106.25,32.25,5.730511347
"1418",-105.75,32.25,5.683577458
"1419",-105.25,32.25,5.033861796
"1420",-104.75,32.25,2.679712772
"1421",-104.25,32.25,5.181240638
"1422",-103.75,32.25,5.442436934
"1423",-103.25,32.25,4.877498627
"1424",-102.75,32.25,4.669831276
"1425",-102.25,32.25,4.88846302
"1426",-101.75,32.25,4.872772694
"1427",-101.25,32.25,5.426406179
"1428",-100.75,32.25,6.367074421
"1429",-100.25,32.25,5.495846612
"1430",-99.75,32.25,3.717339379
"1431",-99.25,32.25,5.270981448
"1432",-98.75,32.25,6.008469037
"1433",-98.25,32.25,6.639182227
"1434",-97.75,32.25,6.505376697
"1435",-97.25,32.25,6.012895107
"1436",-96.75,32.25,7.576463819
"1437",-96.25,32.25,8.536322912
"1438",-95.75,32.25,8.943814278
"1439",-95.25,32.25,9.607139164
"1440",-94.75,32.25,9.935479694
"1441",-94.25,32.25,10.59235321
"1442",-93.75,32.25,11.22601112
"1443",-93.25,32.25,11.90527851
"1444",-92.75,32.25,11.71755661
"1445",-92.25,32.25,11.57955503
"1446",-91.75,32.25,11.81429121
"1447",-91.25,32.25,11.5822543
"1448",-90.75,32.25,11.44800981
"1449",-90.25,32.25,11.33212619
"1450",-89.75,32.25,11.6896162
"1451",-89.25,32.25,10.83922219
"1452",-88.75,32.25,10.79589389
"1453",-88.25,32.25,10.71360068
"1454",-87.75,32.25,10.38266685
"1455",-87.25,32.25,0.874462947
"1456",-86.75,32.25,2.485753298
"1457",-86.25,32.25,5.863130309
"1458",-85.75,32.25,0.85863553
"1459",-85.25,32.25,0.811095312
"1460",-84.75,32.25,4.812725782
"1461",-84.25,32.25,4.437761903
"1462",-83.75,32.25,5.595724908
"1463",-83.25,32.25,4.622223112
"1464",-82.75,32.25,1.588102182
"1465",-82.25,32.25,4.787465822
"1466",-81.75,32.25,5.569836443
"1467",-81.25,32.25,7.928863222
"1468",-80.75,32.25,6.06333375
"1510",-117.25,32.75,3.770968914
"1511",-116.75,32.75,3.602028847
"1512",-116.25,32.75,3.611106157
"1513",-115.75,32.75,2.348536551
"1514",-115.25,32.75,2.311024964
"1515",-114.75,32.75,1.251595318
"1516",-114.25,32.75,3.637768269
"1517",-113.75,32.75,2.356802702
"1518",-113.25,32.75,2.215446085
"1519",-112.75,32.75,3.566107273
"1520",-112.25,32.75,3.569642782
"1521",-111.75,32.75,4.506177505
"1522",-111.25,32.75,3.094335318
"1523",-110.75,32.75,3.924895128
"1524",-110.25,32.75,2.845019817
"1525",-109.75,32.75,3.141599178
"1526",-109.25,32.75,3.00517416
"1527",-108.75,32.75,2.929751635
"1528",-108.25,32.75,3.027906179
"1529",-107.75,32.75,3.006303549
"1530",-107.25,32.75,3.892393351
"1531",-106.75,32.75,3.069036484
"1532",-106.25,32.75,4.459369183
"1533",-105.75,32.75,5.327320496
"1534",-105.25,32.75,2.920044959
"1535",-104.75,32.75,2.801398039
"1536",-104.25,32.75,4.667153835
"1537",-103.75,32.75,4.618314266
"1538",-103.25,32.75,2.776429057
"1539",-102.75,32.75,4.879703045
"1540",-102.25,32.75,5.010103226
"1541",-101.75,32.75,5.706903934
"1542",-101.25,32.75,7.710345132
"1543",-100.75,32.75,6.178005763
"1544",-100.25,32.75,3.820565087
"1545",-99.75,32.75,8.817926134
"1546",-99.25,32.75,7.601143973
"1547",-98.75,32.75,7.903503009
"1548",-98.25,32.75,8.268748692
"1549",-97.75,32.75,6.21606138
"1550",-97.25,32.75,6.352446874
"1551",-96.75,32.75,6.276158757
"1552",-96.25,32.75,6.736617618
"1553",-95.75,32.75,0.752115548
"1554",-95.25,32.75,0.759849697
"1555",-94.75,32.75,0.750771314
"1556",-94.25,32.75,0.747294873
"1557",-93.75,32.75,11.56590727
"1558",-93.25,32.75,11.72653092
"1559",-92.75,32.75,11.31162114
"1560",-92.25,32.75,9.930715084
"1561",-91.75,32.75,10.86619483
"1562",-91.25,32.75,11.43264453
"1563",-90.75,32.75,11.12740331
"1564",-90.25,32.75,11.71930684
"1565",-89.75,32.75,10.98705617
"1566",-89.25,32.75,10.80850124
"1567",-88.75,32.75,11.14911344
"1568",-88.25,32.75,10.71666544
"1569",-87.75,32.75,0.772939697
