"yield","species","county_id"
0,"cornstover_yield",5057
0,"cornstover_yield",5059
0,"cornstover_yield",5061
6.415,"cornstover_yield",5063
0,"cornstover_yield",5065
7.749,"cornstover_yield",5067
8.987,"cornstover_yield",5069
6.898,"cornstover_yield",5071
7.119,"cornstover_yield",5073
0,"cornstover_yield",5075
8.282,"cornstover_yield",5077
7.418,"cornstover_yield",5079
7.055,"cornstover_yield",5081
7.343,"cornstover_yield",5083
8.805,"cornstover_yield",5085
0,"cornstover_yield",5087
0,"cornstover_yield",5089
5.403,"cornstover_yield",5091
8.603,"cornstover_yield",5093
7.717,"cornstover_yield",5095
0,"cornstover_yield",5097
0,"cornstover_yield",5099
0,"cornstover_yield",5101
0,"cornstover_yield",5103
0,"cornstover_yield",5105
7.791,"cornstover_yield",5107
0,"cornstover_yield",5109
8.218,"cornstover_yield",5111
0,"cornstover_yield",5113
7.916,"cornstover_yield",5115
8.88,"cornstover_yield",5117
0,"cornstover_yield",5119
8.528,"cornstover_yield",5121
8.24,"cornstover_yield",5123
0,"cornstover_yield",5125
0,"cornstover_yield",5127
0,"cornstover_yield",5129
6.404,"cornstover_yield",5131
0,"cornstover_yield",5133
0,"cornstover_yield",5135
0,"cornstover_yield",5137
0,"cornstover_yield",5139
0,"cornstover_yield",5141
0,"cornstover_yield",5143
7.071,"cornstover_yield",5145
7.567,"cornstover_yield",5147
6.628,"cornstover_yield",5149
8.138,"cornstover_yield",6001
0,"cornstover_yield",6003
0,"cornstover_yield",6005
9.584,"cornstover_yield",6007
0,"cornstover_yield",6009
9.774,"cornstover_yield",6011
7.944,"cornstover_yield",6013
0,"cornstover_yield",6015
0,"cornstover_yield",6017
9.378,"cornstover_yield",6019
10.58,"cornstover_yield",6021
4.684,"cornstover_yield",6023
9.06,"cornstover_yield",6025
0,"cornstover_yield",6027
7.421,"cornstover_yield",6029
9.623,"cornstover_yield",6031
0,"cornstover_yield",6033
0,"cornstover_yield",6035
0,"cornstover_yield",6037
8.605,"cornstover_yield",6039
0,"cornstover_yield",6041
0,"cornstover_yield",6043
0,"cornstover_yield",6045
8.755,"cornstover_yield",6047
0,"cornstover_yield",6049
0,"cornstover_yield",6051
0,"cornstover_yield",6053
0,"cornstover_yield",6055
0,"cornstover_yield",6057
0,"cornstover_yield",6059
0,"cornstover_yield",6061
0,"cornstover_yield",6063
2.252,"cornstover_yield",6065
8.383,"cornstover_yield",6067
0,"cornstover_yield",6069
2.173,"cornstover_yield",6071
0,"cornstover_yield",6073
0,"cornstover_yield",6075
8.782,"cornstover_yield",6077
0,"cornstover_yield",6079
0,"cornstover_yield",6081
4.357,"cornstover_yield",6083
0,"cornstover_yield",6085
0,"cornstover_yield",6087
0,"cornstover_yield",6089
0,"cornstover_yield",6091
0,"cornstover_yield",6093
9.717,"cornstover_yield",6095
0,"cornstover_yield",6097
9.451,"cornstover_yield",6099
10.038,"cornstover_yield",6101
9.833,"cornstover_yield",6103
0,"cornstover_yield",6105
9.829,"cornstover_yield",6107
0,"cornstover_yield",6109
0,"cornstover_yield",6111
9.944,"cornstover_yield",6113
9.734,"cornstover_yield",6115
1.548,"cornstover_yield",8001
0,"cornstover_yield",8003
2.295,"cornstover_yield",8005
0,"cornstover_yield",8007
1.574,"cornstover_yield",8009
6.858,"cornstover_yield",8011
8.16,"cornstover_yield",8013
0,"cornstover_yield",8014
0,"cornstover_yield",8015
1.649,"cornstover_yield",8017
0,"cornstover_yield",8019
0,"cornstover_yield",8021
0,"cornstover_yield",8023
5.337,"cornstover_yield",8025
0,"cornstover_yield",8027
9.078,"cornstover_yield",8029
0,"cornstover_yield",8031
0,"cornstover_yield",8033
0,"cornstover_yield",8035
0,"cornstover_yield",8037
1.694,"cornstover_yield",8039
0,"cornstover_yield",8041
0,"cornstover_yield",8043
0,"cornstover_yield",8045
0,"cornstover_yield",8047
0,"cornstover_yield",8049
0,"cornstover_yield",8051
0,"cornstover_yield",8053
2.668,"cornstover_yield",8055
0,"cornstover_yield",8057
0,"cornstover_yield",8059
1.592,"cornstover_yield",8061
1.75,"cornstover_yield",8063
0,"cornstover_yield",8065
6.217,"cornstover_yield",8067
7.813,"cornstover_yield",8069
6.671,"cornstover_yield",8071
2.188,"cornstover_yield",8073
2.786,"cornstover_yield",8075
8.363,"cornstover_yield",8077
0,"cornstover_yield",8079
0,"cornstover_yield",8081
4.483,"cornstover_yield",8083
8.939,"cornstover_yield",8085
1.868,"cornstover_yield",8087
10.428,"cornstover_yield",8089
0,"cornstover_yield",8091
0,"cornstover_yield",8093
2.796,"cornstover_yield",8095
0,"cornstover_yield",8097
2.023,"cornstover_yield",8099
9.296,"cornstover_yield",8101
0,"cornstover_yield",8103
0,"cornstover_yield",8105
0,"cornstover_yield",8107
0,"cornstover_yield",8109
0,"cornstover_yield",8111
0,"cornstover_yield",8113
2.86,"cornstover_yield",8115
0,"cornstover_yield",8117
0,"cornstover_yield",8119
1.996,"cornstover_yield",8121
1.748,"cornstover_yield",8123
2.268,"cornstover_yield",8125
0,"cornstover_yield",9001
0,"cornstover_yield",9003
0,"cornstover_yield",9005
0,"cornstover_yield",9007
0,"cornstover_yield",9009
0,"cornstover_yield",9011
0,"cornstover_yield",9013
0,"cornstover_yield",9015
0,"cornstover_yield",10001
0,"cornstover_yield",10003
0,"cornstover_yield",10005
0,"cornstover_yield",11001
3.801,"cornstover_yield",12001
0,"cornstover_yield",12003
0,"cornstover_yield",12005
0,"cornstover_yield",12007
0,"cornstover_yield",12009
0,"cornstover_yield",12011
4.643,"cornstover_yield",12013
0,"cornstover_yield",12015
0,"cornstover_yield",12017
0,"cornstover_yield",12019
0,"cornstover_yield",12021
3.079,"cornstover_yield",12023
0,"cornstover_yield",12027
0,"cornstover_yield",12029
0,"cornstover_yield",12031
4.694,"cornstover_yield",12033
0,"cornstover_yield",12035
0,"cornstover_yield",12037
4.414,"cornstover_yield",12039
2.398,"cornstover_yield",12041
0,"cornstover_yield",12043
0,"cornstover_yield",12045
5.882,"cornstover_yield",12047
0,"cornstover_yield",12049
0,"cornstover_yield",12051
0,"cornstover_yield",12053
0,"cornstover_yield",12055
0,"cornstover_yield",12057
4.357,"cornstover_yield",12059
0,"cornstover_yield",12061
5.24,"cornstover_yield",12063
5.131,"cornstover_yield",12065
4.387,"cornstover_yield",12067
0,"cornstover_yield",12069
0,"cornstover_yield",12071
0,"cornstover_yield",12073
3.522,"cornstover_yield",12075
0,"cornstover_yield",12077
3.95,"cornstover_yield",12079
0,"cornstover_yield",12081
0,"cornstover_yield",12083
0,"cornstover_yield",12085
0,"cornstover_yield",12086
0,"cornstover_yield",12087
0,"cornstover_yield",12089
4.078,"cornstover_yield",12091
0,"cornstover_yield",12093
0,"cornstover_yield",12095
0,"cornstover_yield",12097
0,"cornstover_yield",12099
0,"cornstover_yield",12101
0,"cornstover_yield",12103
0,"cornstover_yield",12105
3.181,"cornstover_yield",12107
4.277,"cornstover_yield",12109
0,"cornstover_yield",12111
3.522,"cornstover_yield",12113
0,"cornstover_yield",12115
0,"cornstover_yield",12117
0,"cornstover_yield",12119
4.607,"cornstover_yield",12121
0,"cornstover_yield",12123
0,"cornstover_yield",12125
0,"cornstover_yield",12127
0,"cornstover_yield",12129
3.973,"cornstover_yield",12131
5.268,"cornstover_yield",12133
4.408,"cornstover_yield",13001
5.87,"cornstover_yield",13003
4.696,"cornstover_yield",13005
8.677,"cornstover_yield",13007
0,"cornstover_yield",13009
0,"cornstover_yield",13011
0,"cornstover_yield",13013
5.796,"cornstover_yield",13015
6.799,"cornstover_yield",13017
5.86,"cornstover_yield",13019
0,"cornstover_yield",13021
7.111,"cornstover_yield",13023
3.768,"cornstover_yield",13025
5.635,"cornstover_yield",13027
4.416,"cornstover_yield",13029
5.294,"cornstover_yield",13031
7.076,"cornstover_yield",13033
0,"cornstover_yield",13035
8.987,"cornstover_yield",13037
0,"cornstover_yield",13039
5.123,"cornstover_yield",13043
0,"cornstover_yield",13045
4.429,"cornstover_yield",13047
0,"cornstover_yield",13049
0,"cornstover_yield",13051
0,"cornstover_yield",13053
4.525,"cornstover_yield",13055
0,"cornstover_yield",13057
0,"cornstover_yield",13059
6.751,"cornstover_yield",13061
0,"cornstover_yield",13063
4.002,"cornstover_yield",13065
0,"cornstover_yield",13067
6.297,"cornstover_yield",13069
6.724,"cornstover_yield",13071
0,"cornstover_yield",13073
5.39,"cornstover_yield",13075
0,"cornstover_yield",13077
0,"cornstover_yield",13079
6.223,"cornstover_yield",13081
0,"cornstover_yield",13083
0,"cornstover_yield",13085
7.674,"cornstover_yield",13087
0,"cornstover_yield",13089
5.635,"cornstover_yield",13091
7.738,"cornstover_yield",13093
9.099,"cornstover_yield",13095
0,"cornstover_yield",13097
7.92,"cornstover_yield",13099
6.11,"cornstover_yield",13101
3.97,"cornstover_yield",13103
0,"cornstover_yield",13105
5.209,"cornstover_yield",13107
5.113,"cornstover_yield",13109
0,"cornstover_yield",13111
0,"cornstover_yield",13113
6.284,"cornstover_yield",13115
0,"cornstover_yield",13117
0,"cornstover_yield",13119
0,"cornstover_yield",13121
0,"cornstover_yield",13123
0,"cornstover_yield",13125
0,"cornstover_yield",13127
5.7,"cornstover_yield",13129
5.977,"cornstover_yield",13131
0,"cornstover_yield",13133
0,"cornstover_yield",13135
0,"cornstover_yield",13137
6.404,"cornstover_yield",13139
0,"cornstover_yield",13141
0,"cornstover_yield",13143
0,"cornstover_yield",13145
7.535,"cornstover_yield",13147
0,"cornstover_yield",13149
0,"cornstover_yield",13151
6.524,"cornstover_yield",13153
6.457,"cornstover_yield",13155
0,"cornstover_yield",13157
0,"cornstover_yield",13159
6.404,"cornstover_yield",13161
8.112,"cornstover_yield",13163
6.217,"cornstover_yield",13165
4.888,"cornstover_yield",13167
0,"cornstover_yield",13169
6.404,"cornstover_yield",13171
4.899,"cornstover_yield",13173
4.878,"cornstover_yield",13175
7.618,"cornstover_yield",13177
0,"cornstover_yield",13179
0,"cornstover_yield",13181
3.842,"cornstover_yield",13183
4.803,"cornstover_yield",13185
0,"cornstover_yield",13187
6.404,"cornstover_yield",13189
0,"cornstover_yield",13191
7.119,"cornstover_yield",13193
0,"cornstover_yield",13195
5.134,"cornstover_yield",13197
0,"cornstover_yield",13199
8.048,"cornstover_yield",13201
8.613,"cornstover_yield",13205
0,"cornstover_yield",13207
6.052,"cornstover_yield",13209
4.99,"cornstover_yield",13211
5.563,"cornstover_yield",13213
0,"cornstover_yield",13215
0,"cornstover_yield",13217
0,"cornstover_yield",13219
0,"cornstover_yield",13221
0,"cornstover_yield",13223
5.753,"cornstover_yield",13225
0,"cornstover_yield",13227
5.956,"cornstover_yield",13229
0,"cornstover_yield",13231
5.262,"cornstover_yield",13233
7.084,"cornstover_yield",13235
0,"cornstover_yield",13237
0,"cornstover_yield",13239
0,"cornstover_yield",13241
8.998,"cornstover_yield",13243
0,"cornstover_yield",13245
0,"cornstover_yield",13247
5.11,"cornstover_yield",13249
5.742,"cornstover_yield",13251
8.837,"cornstover_yield",13253
0,"cornstover_yield",13255
0,"cornstover_yield",13257
5.43,"cornstover_yield",13259
7.023,"cornstover_yield",13261
0,"cornstover_yield",13263
0,"cornstover_yield",13265
5.934,"cornstover_yield",13267
5.083,"cornstover_yield",13269
5.7,"cornstover_yield",13271
8.165,"cornstover_yield",13273
5.187,"cornstover_yield",13275
6.457,"cornstover_yield",13277
6.329,"cornstover_yield",13279
0,"cornstover_yield",13281
4.856,"cornstover_yield",13283
0,"cornstover_yield",13285
7.461,"cornstover_yield",13287
6.884,"cornstover_yield",13289
5.55,"cornstover_yield",13291
0,"cornstover_yield",13293
5.643,"cornstover_yield",13295
0,"cornstover_yield",13297
4.419,"cornstover_yield",13299
0,"cornstover_yield",13301
5.988,"cornstover_yield",13303
4.163,"cornstover_yield",13305
5.358,"cornstover_yield",13307
6.551,"cornstover_yield",13309
5.956,"cornstover_yield",13311
0,"cornstover_yield",13313
7.226,"cornstover_yield",13315
0,"cornstover_yield",13317
0,"cornstover_yield",13319
6.927,"cornstover_yield",13321
8.575,"cornstover_yield",16001
0,"cornstover_yield",16003
0,"cornstover_yield",16005
0,"cornstover_yield",16007
0,"cornstover_yield",16009
0,"cornstover_yield",16011
0,"cornstover_yield",16013
0,"cornstover_yield",16015
0,"cornstover_yield",16017
7.137,"cornstover_yield",16019
0,"cornstover_yield",16021
0,"cornstover_yield",16023
0,"cornstover_yield",16025
9.667,"cornstover_yield",16027
0,"cornstover_yield",16029
8.402,"cornstover_yield",16031
0,"cornstover_yield",16033
0,"cornstover_yield",16035
0,"cornstover_yield",16037
9.446,"cornstover_yield",16039
8.69,"cornstover_yield",16041
0,"cornstover_yield",16043
8.799,"cornstover_yield",16045
8.59,"cornstover_yield",16047
0,"cornstover_yield",16049
2.313,"cornstover_yield",16051
8.221,"cornstover_yield",16053
0,"cornstover_yield",16055
0,"cornstover_yield",16057
0,"cornstover_yield",16059
0,"cornstover_yield",16061
7.997,"cornstover_yield",16063
0,"cornstover_yield",16065
8.26,"cornstover_yield",16067
0,"cornstover_yield",16069
10.14,"cornstover_yield",16071
9.374,"cornstover_yield",16073
9.447,"cornstover_yield",16075
9.024,"cornstover_yield",16077
0,"cornstover_yield",16079
0,"cornstover_yield",16081
8.226,"cornstover_yield",16083
0,"cornstover_yield",16085
8.789,"cornstover_yield",16087
9.533,"cornstover_yield",17001
9.582,"cornstover_yield",17003
7.872,"cornstover_yield",17005
9.667,"cornstover_yield",17007
9.436,"cornstover_yield",17009
10.552,"cornstover_yield",17011
9.4,"cornstover_yield",17013
10.879,"cornstover_yield",17015
10.491,"cornstover_yield",17017
10.892,"cornstover_yield",17019
11.231,"cornstover_yield",17021
9.679,"cornstover_yield",17023
7.872,"cornstover_yield",17025
8.357,"cornstover_yield",17027
10.322,"cornstover_yield",17029
8.526,"cornstover_yield",17031
8.83,"cornstover_yield",17033
9.485,"cornstover_yield",17035
10.601,"cornstover_yield",17037
10.782,"cornstover_yield",17039
10.479,"cornstover_yield",17041
8.951,"cornstover_yield",17043
10.479,"cornstover_yield",17045
7.471,"cornstover_yield",17047
8.963,"cornstover_yield",17049
8.223,"cornstover_yield",17051
10.443,"cornstover_yield",17053
6.962,"cornstover_yield",17055
10.043,"cornstover_yield",17057
9.012,"cornstover_yield",17059
9.412,"cornstover_yield",17061
9.994,"cornstover_yield",17063
7.653,"cornstover_yield",17065
10.2,"cornstover_yield",17067
6.537,"cornstover_yield",17069
10.358,"cornstover_yield",17071
10.225,"cornstover_yield",17073
10.394,"cornstover_yield",17075
8.393,"cornstover_yield",17077
8.951,"cornstover_yield",17079
6.78,"cornstover_yield",17081
9.339,"cornstover_yield",17083
10.297,"cornstover_yield",17085
7.799,"cornstover_yield",17087
10.018,"cornstover_yield",17089
9.958,"cornstover_yield",17091
10.067,"cornstover_yield",17093
10.431,"cornstover_yield",17095
7.58,"cornstover_yield",17097
10.285,"cornstover_yield",17099
8.526,"cornstover_yield",17101
10.297,"cornstover_yield",17103
10.419,"cornstover_yield",17105
10.782,"cornstover_yield",17107
10.964,"cornstover_yield",17109
9.291,"cornstover_yield",17111
10.989,"cornstover_yield",17113
11.207,"cornstover_yield",17115
9.849,"cornstover_yield",17117
8.32,"cornstover_yield",17119
7.702,"cornstover_yield",17121
10.443,"cornstover_yield",17123
9.824,"cornstover_yield",17125
8.211,"cornstover_yield",17127
10.698,"cornstover_yield",17129
10.625,"cornstover_yield",17131
8.284,"cornstover_yield",17133
9.727,"cornstover_yield",17135
10.843,"cornstover_yield",17137
10.722,"cornstover_yield",17139
10.297,"cornstover_yield",17141
10.273,"cornstover_yield",17143
6.307,"cornstover_yield",17145
11.146,"cornstover_yield",17147
9.752,"cornstover_yield",17149
7.605,"cornstover_yield",17151
8.915,"cornstover_yield",17153
10.576,"cornstover_yield",17155
7.229,"cornstover_yield",17157
7.483,"cornstover_yield",17159
10.346,"cornstover_yield",17161
8.442,"cornstover_yield",17163
8.296,"cornstover_yield",17165
11.255,"cornstover_yield",17167
9.836,"cornstover_yield",17169
10.212,"cornstover_yield",17171
9.849,"cornstover_yield",17173
10.431,"cornstover_yield",17175
10.261,"cornstover_yield",17177
10.722,"cornstover_yield",17179
8.721,"cornstover_yield",17181
10.309,"cornstover_yield",17183
8.345,"cornstover_yield",17185
10.977,"cornstover_yield",17187
7.532,"cornstover_yield",17189
7.932,"cornstover_yield",17191
8.442,"cornstover_yield",17193
10.091,"cornstover_yield",17195
9.485,"cornstover_yield",17197
7.677,"cornstover_yield",17199
9.473,"cornstover_yield",17201
10.843,"cornstover_yield",17203
8.812,"cornstover_yield",18001
9.557,"cornstover_yield",18003
9.027,"cornstover_yield",18005
10.171,"cornstover_yield",18007
8.966,"cornstover_yield",18009
9.772,"cornstover_yield",18011
0,"cornstover_yield",18013
10.752,"cornstover_yield",18015
9.942,"cornstover_yield",18017
8.062,"cornstover_yield",18019
9.795,"cornstover_yield",18021
10.368,"cornstover_yield",18023
0,"cornstover_yield",18025
9.661,"cornstover_yield",18027
8.346,"cornstover_yield",18029
9.668,"cornstover_yield",18031
8.959,"cornstover_yield",18033
9.235,"cornstover_yield",18035
8.872,"cornstover_yield",18037
9.206,"cornstover_yield",18039
9.303,"cornstover_yield",18041
0,"cornstover_yield",18043
10.058,"cornstover_yield",18045
8.864,"cornstover_yield",18047
9.306,"cornstover_yield",18049
9.748,"cornstover_yield",18051
9.471,"cornstover_yield",18053
9.11,"cornstover_yield",18055
9.329,"cornstover_yield",18057
9.311,"cornstover_yield",18059
7.93,"cornstover_yield",18061
9.596,"cornstover_yield",18063
9.412,"cornstover_yield",18065
10.203,"cornstover_yield",18067
9.365,"cornstover_yield",18069
8.102,"cornstover_yield",18071
9.545,"cornstover_yield",18073
8.585,"cornstover_yield",18075
8.01,"cornstover_yield",18077
8.507,"cornstover_yield",18079
9.218,"cornstover_yield",18081
9.846,"cornstover_yield",18083
9.545,"cornstover_yield",18085
7.954,"cornstover_yield",18087
9.189,"cornstover_yield",18089
9.209,"cornstover_yield",18091
8.477,"cornstover_yield",18093
9.611,"cornstover_yield",18095
8.95,"cornstover_yield",18097
9.315,"cornstover_yield",18099
9.32,"cornstover_yield",18101
9.662,"cornstover_yield",18103
8.584,"cornstover_yield",18105
10.062,"cornstover_yield",18107
9.297,"cornstover_yield",18109
10.039,"cornstover_yield",18111
9.066,"cornstover_yield",18113
0,"cornstover_yield",18115
9.122,"cornstover_yield",18117
8.862,"cornstover_yield",18119
9.63,"cornstover_yield",18121
8.486,"cornstover_yield",18123
8.827,"cornstover_yield",18125
9.346,"cornstover_yield",18127
9.623,"cornstover_yield",18129
9.129,"cornstover_yield",18131
9.753,"cornstover_yield",18133
8.879,"cornstover_yield",18135
8.466,"cornstover_yield",18137
9.479,"cornstover_yield",18139
9.114,"cornstover_yield",18141
8.331,"cornstover_yield",18143
9.106,"cornstover_yield",18145
8.408,"cornstover_yield",18147
8.654,"cornstover_yield",18149
8.683,"cornstover_yield",18151
9.874,"cornstover_yield",18153
0,"cornstover_yield",18155
9.947,"cornstover_yield",18157
10.312,"cornstover_yield",18159
9.998,"cornstover_yield",18161
9.213,"cornstover_yield",18163
10.174,"cornstover_yield",18165
9.607,"cornstover_yield",18167
9.645,"cornstover_yield",18169
9.965,"cornstover_yield",18171
8.289,"cornstover_yield",18173
8.423,"cornstover_yield",18175
8.869,"cornstover_yield",18177
9.014,"cornstover_yield",18179
10.016,"cornstover_yield",18181
9.709,"cornstover_yield",18183
9.679,"cornstover_yield",19001
9.065,"cornstover_yield",19003
9.906,"cornstover_yield",19005
9.185,"cornstover_yield",19007
9.99,"cornstover_yield",19009
10.448,"cornstover_yield",19011
10.58,"cornstover_yield",19013
11.036,"cornstover_yield",19015
10.852,"cornstover_yield",19017
10.38,"cornstover_yield",19019
10.238,"cornstover_yield",19021
10.751,"cornstover_yield",19023
10.581,"cornstover_yield",19025
10.48,"cornstover_yield",19027
9.97,"cornstover_yield",19029
10.662,"cornstover_yield",19031
10.382,"cornstover_yield",19033
10.294,"cornstover_yield",19035
10.336,"cornstover_yield",19037
8.683,"cornstover_yield",19039
10.307,"cornstover_yield",19041
10.487,"cornstover_yield",19043
9.936,"cornstover_yield",19045
9.836,"cornstover_yield",19047
10.318,"cornstover_yield",19049
8.974,"cornstover_yield",19051
9.475,"cornstover_yield",19053
10.587,"cornstover_yield",19055
10.388,"cornstover_yield",19057
10.244,"cornstover_yield",19059
10.767,"cornstover_yield",19061
10.576,"cornstover_yield",19063
10.37,"cornstover_yield",19065
10.307,"cornstover_yield",19067
10.898,"cornstover_yield",19069
9.456,"cornstover_yield",19071
10.816,"cornstover_yield",19073
10.987,"cornstover_yield",19075
9.557,"cornstover_yield",19077
10.946,"cornstover_yield",19079
10.702,"cornstover_yield",19081
11.072,"cornstover_yield",19083
9.542,"cornstover_yield",19085
10.252,"cornstover_yield",19087
10.08,"cornstover_yield",19089
10.993,"cornstover_yield",19091
9.98,"cornstover_yield",19093
10.408,"cornstover_yield",19095
9.52,"cornstover_yield",19097
11.025,"cornstover_yield",19099
9.633,"cornstover_yield",19101
9.859,"cornstover_yield",19103
10.155,"cornstover_yield",19105
9.967,"cornstover_yield",19107
10.824,"cornstover_yield",19109
9.474,"cornstover_yield",19111
10.186,"cornstover_yield",19113
9.909,"cornstover_yield",19115
8.592,"cornstover_yield",19117
10.394,"cornstover_yield",19119
9.536,"cornstover_yield",19121
10.446,"cornstover_yield",19123
9.702,"cornstover_yield",19125
11.241,"cornstover_yield",19127
9.545,"cornstover_yield",19129
10.466,"cornstover_yield",19131
8.822,"cornstover_yield",19133
9.139,"cornstover_yield",19135
9.459,"cornstover_yield",19137
10.07,"cornstover_yield",19139
10.552,"cornstover_yield",19141
10.5,"cornstover_yield",19143
9.253,"cornstover_yield",19145
10.537,"cornstover_yield",19147
9.752,"cornstover_yield",19149
10.679,"cornstover_yield",19151
10.59,"cornstover_yield",19153
9.967,"cornstover_yield",19155
10.921,"cornstover_yield",19157
8.422,"cornstover_yield",19159
10.109,"cornstover_yield",19161
10.605,"cornstover_yield",19163
9.966,"cornstover_yield",19165
10.46,"cornstover_yield",19167
10.977,"cornstover_yield",19169
10.571,"cornstover_yield",19171
8.625,"cornstover_yield",19173
8.878,"cornstover_yield",19175
9.277,"cornstover_yield",19177
9.456,"cornstover_yield",19179
9.494,"cornstover_yield",19181
10.369,"cornstover_yield",19183
8.968,"cornstover_yield",19185
11.071,"cornstover_yield",19187
10.801,"cornstover_yield",19189
10.296,"cornstover_yield",19191
9.396,"cornstover_yield",19193
10.465,"cornstover_yield",19195
10.904,"cornstover_yield",19197
3.949,"cornstover_yield",20001
5.102,"cornstover_yield",20003
5.924,"cornstover_yield",20005
2.188,"cornstover_yield",20007
3.65,"cornstover_yield",20009
5.251,"cornstover_yield",20011
6.671,"cornstover_yield",20013
4.867,"cornstover_yield",20015
4.899,"cornstover_yield",20017
4.976,"cornstover_yield",20019
6.148,"cornstover_yield",20021
2.391,"cornstover_yield",20023
8.944,"cornstover_yield",20025
4.792,"cornstover_yield",20027
4.387,"cornstover_yield",20029
5.273,"cornstover_yield",20031
8.948,"cornstover_yield",20033
5.728,"cornstover_yield",20035
4.984,"cornstover_yield",20037
2.989,"cornstover_yield",20039
4.152,"cornstover_yield",20041
7.631,"cornstover_yield",20043
5.678,"cornstover_yield",20045
3.469,"cornstover_yield",20047
5.497,"cornstover_yield",20049
4.625,"cornstover_yield",20051
3.807,"cornstover_yield",20053
2.9,"cornstover_yield",20055
4.696,"cornstover_yield",20057
4.942,"cornstover_yield",20059
5.283,"cornstover_yield",20061
2.604,"cornstover_yield",20063
2.337,"cornstover_yield",20065
2.17,"cornstover_yield",20067
2.544,"cornstover_yield",20069
2.241,"cornstover_yield",20071
5.39,"cornstover_yield",20073
2.081,"cornstover_yield",20075
2.135,"cornstover_yield",20077
4.451,"cornstover_yield",20079
2.544,"cornstover_yield",20081
4.083,"cornstover_yield",20083
5.635,"cornstover_yield",20085
6.422,"cornstover_yield",20087
4.91,"cornstover_yield",20089
5.668,"cornstover_yield",20091
3.122,"cornstover_yield",20093
3.647,"cornstover_yield",20095
2.255,"cornstover_yield",20097
5.347,"cornstover_yield",20099
2.526,"cornstover_yield",20101
5.806,"cornstover_yield",20103
4.686,"cornstover_yield",20105
4.707,"cornstover_yield",20107
2.882,"cornstover_yield",20109
4.792,"cornstover_yield",20111
